Language,Source,Collector,Link,Question,Question (English),Top Answer,Top Answer (English),Needs Fix?,Comment,Response to Comment,Response to Comment (2)
Chinese,Zhihu,Author,https://www.zhihu.com/question/640840779,不喜欢发朋友圈的年轻人他们是什么心理？,"What is the mindset of the young people who do not like to post on ""Moments"" in Wechat?",我个人觉得【不发朋友圈】不是什么需要批判和质疑的事情吧？,"I personally feel that [not posting on Moments] is not something that needs criticism and questioning, right?",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/640530934,中国留学生数量下跌，这是什么原因？,What is the reason of the decline in overseas Chinese students?,因为过去 10 年，中国学生留学的意愿驱动主力并不在学生那里，而是在家长侧。少数顶级名校的学生，想通过留学然后就在当地工作的，可能真是自己想去。这些人很多都是，从语言到申请，全程自助，硬挤也要挤出去。但更多增量的学生，特别是英国澳洲那些水硕项目（我不是一棒子打死全部，懂的都懂，就不过多解释了），话语权其实掌握在家长手上。家长对留学有积极认识，只管砸钱，怎么都能把小孩送出去。家长一旦对留学的认识开始转向消极，那小孩就算想去，得不到家里的支持也无从下手。也是这部分家长、学生，养活了语言学校和留学中介。-认识到这一点，再去看过去 10 年留学生的增量，其实就是在高级中产家庭对「留学镀金」这件事的认可度在提升。这其中还包括大量的体制内父母，要通过送小孩留学的方式，「洗白」他们在高考评判体系里一笔倒灶的成绩，然后再安排进体制，你懂吧？毕竟体制内的关系情面，可以解决小孩上小初高的问题，解决不了高考，很多废物二代就是在高考这一关，现了原形。你是个什么水平，看本科学校，一抿便知。你读个专科的二代，凭什么当 985 校招员工的领导？所以这些家长纷纷选择通过留学来包装小孩，很多水硕项目就是针对这个需求产生的。但现在，那些水硕项目，在国内的权力体系里，也逐步在祛魅，跟多单位不认了，再叠加近几年民族叙事的兴起，留学经历越来越不再是一个加分项。COVID 三年成为了一个分水岭，很多家长都目睹了身边很多同事，跟小孩好几年无法见面，包括期间昂贵的机票、隔离费用，也起到了催化剂的作用。相当于一盆冷水，直接把家长送小孩留学的热情浇熄了。你会发现，现在送小孩留学的主力，开始从体制内知识分子家庭转向从商的高净值家庭。后者寻求的目的就偏向于＿＿＿＿了。,,FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/593093174,为什么我们不被允许有gap year？,Why aren't we allowed to have gap years?,"当年是工作后再去读研的，

回来面试某米，

一个负责人问：与世隔绝了两年，你觉得自己还能跟上市场的变化吗？



我：......



我读个书，又不是炼仙丹



怎么就与世隔绝了.....","Back then, I went to graduate school after working.

I came back to interview a certain rice.

A person in charge asked: After being isolated from the world for two years, do you think you can still keep up with the changes in the market?



I:......



I'm just reading a book, it's not like refining elixirs



Why are you isolated from the world...",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/607234112,美国房屋永久产权为什么还要交税？,Why do we still have to pay taxes on freehold property rights in the United States?,"好听啊。

你看，永久哎。

只要每个月续费，你就是永久vip哦。

不续费？

那就抱歉了","It sounds great.

You see, forever.

As long as you renew every month, you are a permanent VIP.

Not renewing?

Then I'm sorry",FALSE,I don't really get the answer? Does it answer the question?,"It's actually saying that the term ""freehold"" just sounds great, but it doesn't work that way in reality.",
Chinese,Zhihu,Author,https://www.zhihu.com/question/46344151/answer/3379387305,为什么英国仍然被认为是世界强国？至少就很多国人的印象观之，英国似乎在国际上表现并不出彩，政治、经济都很难跟100年前的自己和现在的美国相比，那为什么还要英美并称呢？,"Why is Britain still considered a world power? At least according to the impression of many Chinese people, Britain does not seem to perform well in the international arena. Politically and economically, it is difficult to compare with itself 100 years ago and the United States now. So why do we still call Britain and the United States together?","泽连斯基回忆在开战当日，他给近百个国家领导人打去电话，恳求他们 “请帮帮乌克兰，请不要忘记乌克兰……”。在几近绝望的时刻，当日凌晨四点多，他收到了约翰逊打来的电话：Hold On, Help Is on the Way.坚持住，援助马上就到！— — 鲍里斯·约翰逊约翰逊是这样说的，英国也是这样做的。在乌克兰挺过最初的72小时后，英国和波兰送去了第一批单兵作战武器。此后，波罗的海三国、捷克等东欧国家跟进，之后才是援乌的“主力军”美国出场。约翰逊不仅是第一个实质性援助乌克兰的国家首脑，也是第一个最坚定的认为，俄乌之战不是两个国家领土之争，而是守卫文明之战。英国，不仅是当代世界文明的发源地，也是始终坚定如一的文明守望者。就凭借这个，大英帝国无愧世界文明的“指明灯”",,FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/584679376/answer/3412844453,"中国与美国，科技水平差距有多大？
人工智能，互联网，航天，生物等领域，中国与美国的差距究竟有多大？我们要怎么才能追上美国呢？头脑风暴一下","How big is the gap in technological level between China and the United States?
How big is the gap between China and the United States in the fields of artificial intelligence, the Internet, aerospace, biology and other fields? How can we catch up with the United States? brainstorm","走出国家，你会发现，差的很多，不是几十年就能撵上的。

出了国你可能更清醒","When you go out of the country, you will find that there are many differences, and it cannot be achieved within a few decades.

You may be more sober after going abroad",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/433364644/answer/2939106299,下班后可以做点什么副业赚钱呢？,What side jobs can I do to earn money after getting off work?,这个问题，算是问对人了！我的主业是一名私企HR，不仅工作清闲，还有双休假期，就是固定工资有点不够看，每月扣除社保只有三千八多一点。不过这也一点都不影响我做副业，因为我主要是靠副业吃饭的。我们午休两个小时，每天下午6点准时打卡走人，我每天就利用这些空闲时间去打理我的副业，而我做的“线上花店”也不需要耗费太多时间，一旦会操作了，赚起钱来真的毫不费力。,"This is the right person to ask this question! My main job is as a HR in a private company. Not only do I have a free time at work, I also have double holidays. However, the fixed salary is not enough, and the monthly social security deduction is only a little over 3,800. But this does not affect my side job at all, because I mainly rely on my side job to make a living. We take a two-hour lunch break and clock in and leave on time at 6pm every day. I use this free time every day to take care of my side business, and the ""online flower shop"" I make doesn't take too much time. Once I can operate it, Yes, making money is really effortless.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/63030097/answer/3221403756,"台湾和大陆生活方式差距有多大？

一次看天天向上，陈乔恩居然不知道有健胃消食片这种大陆老少皆知的药物，很多台湾人到大陆来也都很诧异一些我们习以为常的事情，本人没有去过台湾，但是对台湾很感兴趣，想问一下台湾和大陆的生活方式差距有多大","How big is the difference between the lifestyles in Taiwan and Mainland China?

Once I saw Tian Tian Shang Shang, Chen Qiaoen didn’t even know that there is Jianweixiaoshi tablets, a drug that is well-known to both young and old in mainland China. Many Taiwanese people who come to the mainland are also surprised by some of the things we are accustomed to. I have never been to Taiwan, but I am very fond of Taiwan. I’m interested and would like to ask how big the difference is in the lifestyle between Taiwan and Mainland China.",好的，结束回答题主的提问，还有一些体验很多人都有回答到，我也挺认同的，很多例如用繁体字、饮食习惯、用纸币比较少用行动支付之类的不一样其实大家大概都知道，也就不一一展开说了。以下说几个我来大陆之后有点不习惯的地方吧：1）单位用法不一样：例如在学校食堂吃饭，阿姨会问要几两米饭？我当时就懵了，“两”是什么意思？多少？我到底要几两才算正常？看有人二两，一两，我就说一两，拿到的米饭大概就是半碗吧。在台湾没有几两米饭这种说法，就是“一碗”（盛满的一碗），或是“半碗”；还有例如体重单位，在大陆一开始听到都是几斤几斤，“我110斤”、“我120斤”，真的很难反应过来，后来才知道原来在大陆，110斤其实就是“55公斤”，直接除以2就可以，但在台湾，一斤是600克啊啊啊啊，难怪我一直没办法反应过来！！！2）上下公交车习惯不同：在学校宿舍时期，时常要搭公车（对，我知道大陆叫公交车）上下学，一开始上车四处张望，没有看到下车铃或是一条可以拉的线，之后才发现原来大陆的公交车是每一站都会停车，所以你在车站等车的时候也不需要挥手！！在台湾不是这样的，在公车站等车的时候，如果自己要搭的车来了，必须挥手，否则司机很可能以为没有人要上车就开走了！！！不骗人！会直接开走！下车的时候要按下车铃告诉司机有人要下车，司机才会靠站停车，否则就会当作没有人要下车一路开过去！！！还是觉得每站都会停车挺好的！3）出国玩需要的手续和限制不同：这个其实应该很多人也知道，毕竟护照都不一样，出国的手续肯定也是不一样的，如果我跟我对象出国去玩就会是这样的情况：,"Okay, let’s end the answer to the questioner’s question. There are also some experiences that many people have answered, and I agree with them. There are many differences, such as the use of traditional Chinese characters, eating habits, and the use of banknotes to pay less. In fact, everyone is different. You probably all know it, so I won’t go into details one by one. Here are a few things I am not used to after coming to mainland China: 1) The usage in workplaces is different: for example, when eating in the school cafeteria, the aunt will ask how many taels of rice do you want? I was confused at the time, what does ""two"" mean? How many? How many taels do I need to be considered normal? Seeing someone say two liang or one liang, I would say one liang, and the rice I got was probably half a bowl. In Taiwan, there is no such thing as ""a few taels of rice"", it means ""a bowl"" (a full bowl), or ""half a bowl""; there is also a unit of weight, in mainland China, at first I heard it was a few kilograms, "" ""I'm 110 pounds"" and ""I'm 120 pounds"" were really hard to react to. Later I found out that in mainland China, 110 pounds is actually ""55 kg"". Just divide it by 2, but in Taiwan, one pound is 600 grams. Ahhhhh, no wonder I haven't been able to react! ! ! 2) Different habits of getting on and off the bus: When I was in the school dormitory, I often had to take the bus (yes, I know it’s called a bus in China) to and from school. When I first got on the bus and looked around, I didn’t see a bus bell or a line that could be pulled. , and then I discovered that mainland buses stop at every stop, so you don’t need to wave when waiting for the bus! ! This is not the case in Taiwan. When waiting for a bus at a bus stop, if the bus you want to take comes, you must wave, otherwise the driver will probably think that no one wants to get on the bus and drive away! ! ! No lie! Will drive away directly! When you get off the bus, you have to press the bell to tell the driver that someone is getting off, so the driver will pull over and stop. Otherwise, he will think that no one is getting off and drive all the way! ! ! I still think it’s good to have parking at every stop! 3) The procedures and restrictions required for traveling abroad are different: In fact, many people should know this. After all, the passports are different, and the procedures for traveling abroad must be different. If my partner and I travel abroad, the situation will be like this:",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/290971512,如何评价如懿传中周迅的演技？,How do you evaluate Zhou Xun's acting skills in Ruyi's Royal Love in the Palace?,一部片子的好坏，有天时地利人和诸多因素，很多喜欢周迅的人实在是没有必要因为如懿传负面评论较多，就摆出一副“就是好，就是好，就是好啊就是好”的架势。梁朝伟张曼玉巩俐都有荒腔走板的时候，周迅被差评真的不是什么难以接受的事。周迅是天赋最好那一档的演员，是一个自身气质对角色有重大加成的演员，但不是一个全面的演员。她塑造得最出色的角色，几乎都有一个相同的特征，就是一半是周迅本人，一半是角色。这种用生命体验演戏的缺陷就是，遇到和自身反差过大的角色，反而不能用更为专业的技巧弥补上去。如懿传中的周迅显然不尽如人意。演技好最直白的标准，就是不出戏，当一个演员让大部分人的关注点都跑偏到剧情无关的元素上时，这就是失败。如懿传最大限度暴露了周迅台词的问题，第一，京派口音不自然；第二，气息和重音缺乏古味儿；第三，例如海兰偷炭的戏，由于嗓音条件的限制，过于低沉，和剧情本身的张力有撕裂。历史剧的台词非常需要话剧功底，因为历史剧的台词需要戏剧感，节奏和发声方式都要更为用力。周迅有些发音太短促，重音不清晰，其他角色下可能会天然带着一种小女孩的天真感，但如懿这个角色显然不适合，不仅仅是音色的问题。形态和表情目前为止算是正常发挥，但由于如懿原著问题很多，如懿个性上缺乏光芒，目前为止剧本改编也没有解决好，始终缺乏记忆点，缺乏个性魅力，被限制在一个对君王之爱有不切实际幻想的可怜女性中，很老套也很赶客，这不能算是周迅的问题，但再牛的演技也很难突破剧本本身的硬伤。希望周迅借这部戏的争议认真规划一下自己接下来的演员之路，由于个人风格太突出，她的转型可能会比别人更为艰难。9-28更一下。看到五十多集实在看不下去了。如果有如懿传的粉丝路过，希望可以帮我解答一个疑问：如果如懿的设定是一个清高、追求真爱、追求自由、且聪慧的女性，这样一个女性真爱居然是个猥琐薄情还有暴力倾向的男人，逻辑在何处?感情的立足点究竟在哪儿？我不认为一句轻飘飘的青梅竹马能解释这么扭曲的情感，这样一个女性真的聪慧么？难道所谓婚姻围城就是一个没有现实感的女人最后求仁得仁么？何必让周迅来呢？,"The quality of a film depends on the right time, place, and many factors. Many people who like Zhou Xun really don’t need to pretend that “it’s just good, it’s just good, it’s just good, it’s just good” just because there are many negative comments about Ruyi’s Royal Love in the Palace ” posture. When Tony Leung, Maggie Cheung, and Gong Li all have ridiculous voices and go out of their way, it's really not hard to accept that Zhou Xun got bad reviews. Zhou Xun is an actor with the most talent. He is an actor whose temperament greatly adds to the role, but he is not a comprehensive actor. The most outstanding characters she has created almost all have the same characteristic, that is, they are half Zhou Xun himself and half the character. The shortcoming of this kind of acting based on life experience is that when you encounter a character that is too different from yourself, you cannot use more professional skills to make up for it. Zhou Xun in Ruyi's Royal Love in the Palace is obviously unsatisfactory. The most straightforward criterion for good acting is not to make a scene. When an actor makes most people's attention divert to elements that have nothing to do with the plot, this is a failure. Ruyi's Royal Love in the Palace exposes the problems of Zhou Xun's lines to the greatest extent. First, the Beijing accent is unnatural; second, the breath and accent lack the ancient flavor; third, for example, the scene where Hailan steals charcoal is too deep due to the limitations of her voice. It is torn apart from the tension of the plot itself. The lines in historical dramas require drama skills very much, because the lines in historical dramas require a sense of drama, and the rhythm and vocalization method need to be more vigorous. Some of Zhou Xun's pronunciations are too short and the accents are not clear. In other roles, he may naturally have a sense of innocence of a little girl, but the role of Ruyi is obviously not suitable. It is not just a matter of timbre. The form and expression are normal so far, but due to the many problems in Ruyi's original work, Ruyi's personality lacks brilliance, and the script adaptation has not been solved so far. It always lacks memory points, lacks personality charm, and is limited to a love for the king. The poor women with unrealistic fantasies are very clichéd and push away customers. This cannot be regarded as Zhou Xun's problem, but no matter how good his acting skills are, it is difficult to break through the shortcomings of the script itself. I hope Zhou Xun will take advantage of the controversy of this drama to seriously plan her future career as an actress. Because her personal style is so prominent, her transformation may be more difficult than others. Updated on 9-28. After watching more than 50 episodes, I really can’t stand it anymore. If there are fans of Ruyi's Royal Love in the Palace passing by, I hope you can help me answer a question: If Ruyi's setting is a noble, pursuing true love, pursuing freedom, and intelligent woman, such a female true love is actually a wretched, heartless and violent person. Man, where is the logic? Where is the foothold of emotion? I don’t think a simple childhood sweetheart can explain such twisted emotions. Is such a woman really smart? Could it be that the so-called marriage siege means that a woman who has no sense of reality finally seeks mercy and gets mercy? Why let Zhou Xun come?",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/648159139,"你公司每月发多少餐补？
有些企业是通过自办食堂来解决员工吃饭的问题，有些是通过发餐补的形式解决？相信各有各的优势和劣势。请知友回答。","How much meal subsidy does your company pay each month?
Some companies solve the problem of employees having meals by running their own restaurants, while others solve the problem by providing meal subsidy? I believe each has its own advantages and disadvantages. Please reply friends.","我们单位发给职工每人每月200元误餐补贴，打入工资卡，300元中餐补贴，打入饭卡。

我们单位也办有食堂，一开始是完全自己管理，食堂职工按临聘人员待遇发放奖金、补贴，食堂供应早中两餐，早餐统一5元，中餐一般是一荤一素一菜一汤加米饭10元到12元。","Our unit gives each employee a monthly meal allowance of 200 yuan, which is credited to their salary card, and a lunch subsidy of 300 yuan, which is credited to their meal card.

Our unit also has a canteen, which we manage entirely by ourselves at the beginning. The canteen employees receive bonuses and subsidies according to the salary of temporary employees. The canteen provides breakfast and lunch. Breakfast is 5 yuan, and lunch is usually one meat, one vegetarian, one soup, and rice for 10 yuan. Yuan to 12 Yuan.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/649450406,女子在一公厕废纸篓里救出被弃男婴，已送往医院救治，弃婴者将受到什么惩罚？,A woman rescued an abandoned baby boy from a public toilet wastebasket and sent him to the hospital for treatment. What will be the punishment for the abandoned baby?,相应的，在民法典也特意提出来， 禁止溺婴、 弃婴和其他残害婴儿的行为。从生活中来看，一般溺婴大多是针对女婴，这是传统思想作祟。而弃婴和其他的行为则大多是对于有病或者是无力抚养的情况。我们经常看到新闻会有福利院门口的婴儿，或者说家门口出现神秘的来客。当然不可能每个人都是哈利波特这种情况，绝大多数弃婴的行为都是常理所不能接受的。之前有篇报道叫做《法律轻判了溺婴母亲吗？》，里面是这样写的：2005年7月，从江西去广东打工的周模英因其小女儿自月初起生病，多次求治未愈。在此期间，周模英又觉得丈夫对自己和生病的小女儿漠不关心，由此产生怨恨情绪，于7月20日凌晨3时许，因小女儿发高烧苦哭闹不止，周遂在其租住的天河区车陂村江夏大街的大院里，把小女儿投进河涌里，造成溺水死亡。2005年，这则新闻曾经在广东轰动一时，人们并不完全是对这位母亲的狠心感到惊讶和气愤，更因为一个叫杨斌的检察官那份请求法官对周模英轻判的公诉书。2005年12月7日，周模英案在广州中级法院开庭，在当庭发表的公诉词里，杨斌如此分析周模英的作案动机：“生活的操劳，丈夫的冷漠，疾病的困扰，经济的重压，再加上远离家乡亲人，缺少应有的沟通，孤独、压抑、郁闷的情绪无法发泄，再加上自身的愚昧，这一切促使了周模英选择了这样一种冲动愚蠢的行为。”她甚至如此为周陈情：“周模英的遭遇，固然是她个人的悲剧，但何尝又不是这个社会、这个时代的悲剧？周模英站在法庭上接受审判，固然是法律的胜利，但是我们不能漠视隐藏在背后的社会原因和背景，我们不能忘记站在她身后的那些挣扎在社会底层，为生存而苦苦呻吟的人们，他们的苦难和命运。这也是法律应有的良知。”溺婴母亲轻判11年-搜狐新闻可以看到，在法律上处理这样的犯罪也比较简单。一般对于父母出于无力抚养等非特别恶劣主观动机而将亲生婴儿杀害的溺婴行为会被认为是“情节较轻”的行为。 （当然如果有力抚养，就是撂挑子不干了，显然是充满恶意的啊）相较来说，对比一般的普通故意杀人罪，还是判的较轻的。不过在我国台湾地区仍在施行的刑法中，生母杀婴这个罪名，是有单独适用的法律条文的，罪行最低可以到六个月。在这里虽然前面说了这么多，但我依然认为从各种角度说，这都不是法律能够解决的问题，或者说单纯法律解决不了的问题。为什么这么说呢，至少我们很容易想到，溺婴的孩童是没有办法表达出他的愤怒的。而一方面，积极选择将这些小孩陷入绝境的又是他们的至亲。之所以会走到这一步，一方面我们依然要坚决去打击重男轻女的这种现象，因为可以说很多溺婴事件的受害者都是女童。另一方面，对于这种特殊情况的儿童，是不是可能会有相应的一个指引，也是需要再去考虑的问题。能够对自己的至亲骨肉下手，虽然一万种理由可以说新生儿是感情不深如何如何。但我们不可能说谁都是冷冰冰能三下五除二就动手的，这多少反应了一丝丝纠结。不难发现，正是这样的纠结，让我们对待这个事件会有多元化的看法。我们大多数人都是善良的，会因为这样的纠结去产生近乎于矛盾的看法。一方面会坚定的认为杀人是不对的，因为生命是可贵的。但同时又会为生活实际苦难而触动。我们经常会去说，包括这也是很多家长所担心的，能够照顾一时，不能照顾一世。待家人走后这些长不大的孩子又会如何生活，其实是一个很大的社会问题。如果一定说有什么能够解决的话，我希望是国家这个共同的大家长能够更直接的来处理这样一个问题，毕竟我坚定的认为冷冰冰的法律条文并不是最优解。我们在这里并不是说秉持着所谓的圣母之心去批判什么东西，而是说应该共同去关注怎样把这样一个问题去解决。包括说能不能恢复说强制产检婚检都是可以考虑的。我一直认为，能够把身体有残疾的孩子抚养长大的家庭，父母亲都是伟大的，因为把这个生命带到了这个世界上，还尽力去抚养他长大。毕竟我们都知道，生命是可贵的。为了生活而让他们失去生活，不是最好的办法。而我们都知道，杀人是不对的。,"Correspondingly, the Civil Code also specifically prohibits infant drowning, abandonment and other acts of mutilating infants. Judging from daily life, infanticide is mostly targeted at female infants. This is caused by traditional thinking. Abandoning babies and other behaviors are mostly for those who are sick or unable to raise them. We often see in the news a baby at the door of an orphanage, or a mysterious visitor at the door of our home. Of course, it is impossible for everyone to be in Harry Potter's situation. The behavior of most abandoned babies is unacceptable to common sense. There was a previous report called ""Does the law lightly sentence mothers who drown their babies?"" "", which reads: In July 2005, Zhou Moying, who went to work in Guangdong from Jiangxi, had her little daughter fall ill since the beginning of the month and sought medical treatment many times. During this period, Zhou Moying felt that her husband was indifferent to her and her sick little daughter, which led to resentment. At about 3 a.m. on July 20, because her little daughter had a high fever and was crying in pain, Zhou Sui went to her rented apartment. In the courtyard of Jiangxia Street, Chebei Village, Tianhe District, he threw his little daughter into the river, causing her to drown. In 2005, this news caused a sensation in Guangdong. People were not entirely surprised and angry at the mother's cruelty, but also because of the indictment written by a prosecutor named Yang Bin asking the judge to give Zhou Moying a lighter sentence. On December 7, 2005, Zhou Moying's case was heard in the Guangzhou Intermediate People's Court. In the public prosecution speech delivered in court, Yang Bin analyzed Zhou Moying's motive for committing the crime: ""The hard work of life, the indifference of her husband, the troubles of illness, and the heavy financial pressure. Coupled with the fact that she is far away from her family and relatives, lacks proper communication, and cannot vent her loneliness, depression, and depression, as well as her own ignorance, all this prompted Zhou Moying to choose such an impulsive and stupid behavior. ""She even said this. Zhou Chenqing: ""What happened to Zhou Moying is certainly her personal tragedy, but how can it not be the tragedy of this society and this era? It is certainly a victory for the law for Zhou Moying to stand in court and accept the trial, but we cannot ignore the hidden truth behind it."" Due to social reasons and background, we cannot forget the suffering and fate of those people who are struggling at the bottom of society and struggling for survival behind her. This is also the conscience that the law should have. ""The mother who drowned her baby was given a light sentence of 11 years. -Sohu News You can see that it is relatively simple to deal with such crimes legally. Generally, the act of infanticide, in which parents kill their biological babies due to non-evil subjective motives such as inability to raise them, is considered a ""minor"" act. (Of course, if he is unable to raise him, he will give up the job, which is obviously full of malice.) Comparatively speaking, compared with ordinary intentional homicide, the sentence is still lighter. However, in the criminal law still in force in Taiwan, the crime of maternal infanticide has separate applicable legal provisions, and the minimum crime can be up to six months. Although I have said so much before, I still think that from various perspectives, this is not a problem that can be solved by law, or a problem that cannot be solved by law alone. Why do we say this? At least it is easy for us to think that a child who drowns his baby cannot express his anger. On the one hand, it is their relatives who actively choose to put these children into desperate situations. The reason why we have reached this point is that on the one hand, we still have to resolutely crack down on the phenomenon of favoring boys over girls, because it can be said that many victims of infant drowning incidents are girls. On the other hand, whether there may be corresponding guidelines for children in this special situation is another issue that needs to be considered. Being able to attack one's own flesh and blood, even though there are ten thousand reasons to say that newborns are not emotionally affectionate. But we can't say that everyone is Leng Bingbing who can do it three times, five times, five times and two times. This reflects a little bit of entanglement. It is not difficult to find that it is this kind of entanglement that allows us to have diversified views on this event. Most of us are kind-hearted, and we will have almost contradictory views because of such entanglements. On the one hand, they firmly believe that killing is wrong because life is precious. But at the same time, he is touched by the actual hardships of life. We often say, and this is what many parents worry about, that they can take care of them for a while, but not for the rest of their lives. How these young children will live after their families leave is actually a big social problem. If there is anything that can be solved, I hope that the country, as the common owner, can deal with such a problem more directly. After all, I firmly believe that cold legal provisions are not the optimal solution. We are not here to criticize anything with the so-called Holy Mother's heart, but to say that we should jointly pay attention to how to solve such a problem. Including whether it can be restored and mandatory prenatal and premarital examinations are all things that can be considered. I have always believed that in a family that can raise a child with a physical disability, the parents are great because they brought this life into this world and tried their best to raise him. After all, we all know that life is precious. Letting them lose their lives for the sake of living is not the best solution. And we all know that killing is wrong.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/605409360/answer/3457298311,为什么中国古代看上去侵略性不强，却有那么大的领土？,"Why did ancient China seem not to be very aggressive, but it had such a large territory?
","史书上的一小句话，背后很可能就是一个小国被东方大国的天兵给灭了。

但是东方大国一旦打输了呢，拿笔杆子的可就不乐意了，这是天大的耻辱，必须大书特书！十世之仇犹可报也！","Behind a small sentence in the history books, it is possible that a small country was destroyed by the heavenly soldiers of a large eastern country.

But once the big Eastern country loses, the person holding the pen will not be happy. This is a huge shame and must be written down! The revenge of ten lifetimes can still be avenged!",FALSE,This is too subjective,New question added,
Chinese,Zhihu,Author,https://www.zhihu.com/question/628517738/answer/3310818590,微信已读不回的人都是什么心态?,What is the mentality of people who left WeChat messages on read?,已读不回，本质上已经回复了。,It has been read and cannot be replied. It has essentially been replied to.,FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/620221745/answer/3341252280,马云也搞不明白：为什么现在用户偏爱微信支付，而不是支付宝？,Jack Ma also doesn’t understand: Why do users now prefer WeChat Pay instead of Alipay?,"支付宝给整成了游戏世界了，一打开，不是喂鸡，就是种树，或者捞鱼……我去，我付个款容易吗？

干脆不用了。","Alipay has turned into a game world. Once you open it, you can either feed chickens, plant trees, or catch fish... Let me go. Is it easy for me to pay?

Just don't use it.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/64570424/answer/2693244354,通常一个人被判了死刑，为什么要加个剥夺政治权利终身，明明已经死刑了呀？,"Usually when a person is sentenced to death, why should he be deprived of political rights for life when he is already sentenced to death?","为了避免卡bug。

美国的特朗普，没被剥夺被选举权，因此他可以在监狱里参加美国总统竞选。如果顺利当选，他可以在监狱里就任美国总统，然后动用总统特赦权赦免自己。

很有趣的操作



果然都是川普真爱粉啊，2天干到快3k赞","In order to avoid stuck bugs.

Trump in the United States has not been deprived of the right to vote, so he can run for president of the United States from prison. If successfully elected, he could become president of the United States while in prison and then use the presidential pardon power to pardon himself.

Very interesting operation



As expected, they are all true fans of Trump. I got almost 3k likes in 2 days.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/327868232/answer/3384112922,为何扫码支付在中国流行，在发达国家被排斥？,Why is QR code payment popular in China but rejected in developed countries?,你眼中落后的西方付款手段：拿出零钱袋一个一个数，一张一张对，甚至还要口算好一会儿。实际上的西方付款手段：银行卡，一pia结束。你以为智能手机极大的方便了中国人，而西方还没跟上，事实上用nfc功能绑定银行卡只需要按两下侧键即可唤醒，速度我只能说谬纱微信，nfc还能防盗刷，可以说彻底解决了痛点。发达国家之所以没有扫码支付，只是因为这玩意确实太慢了。,"In your eyes, the backward payment method in the West: take out the coin bag and count one by one, and even count them verbally for a while. The de facto Western means of payment: bank card, one pia over. Do you think that smartphones have greatly facilitated the Chinese people, but the West has not caught up yet. In fact, to bind a bank card with the NFC function, you only need to press the side button twice to wake it up. I can only talk about the speed of WeChat, but NFC is still It can prevent theft and brushing, which can be said to completely solve the pain point. The reason why developed countries do not use scan code payment is simply because it is too slow.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/509734553/answer/2960566335,"为什么现在上海越来越没有夜生活，晚上越来越冷清了？
","Why is there less and less nightlife in Shanghai now, and it is becoming more and more deserted at night?","管你历史有多悠久，文化有多丰富，遇到高房价，全部玩完！

","No matter how long your history is, how rich your culture is, or if you encounter high housing prices, play it all!
",FALSE,The question seems a bit subjective,New question added,
