annotatorID,language,question,translation,code,langID,nllb,gtr,wiki,wiki-size,acl,family,branch,morphology,script,order,region,speakers,proofed
100,Pashto,"په ولسي شعرونو کې ""لنډی"" څه شی دی؟","What is ""Landai"" in folk poetry?",ps-13,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,والور څه شی دی؟ او ولې په ودونو کې غوښتنه کیږي؟,"What is ""Walwar,"" and why is it demanded in marriages?",ps-14,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,سنګي راګ لوبه څنګه لوبیږي؟,How is Sangi Raag game played?,ps-15,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,د قروت د تیارولو طریقه څه ده؟,What is the method of preparation of Quroot?,ps-16,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,پېښوري قهوه کهوه څنګه جوړېږي جوړ کړو؟,how to make Peshawari kahwa?,ps-17,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,د پېښوري چپل په دود څنګه جوړېږي؟,How is Peshawari Chappal traditionally made?,ps-18,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,"د ""خټک نڅا"" څنګه ترسره کیږي؟","How is the ""Khattak Dance"" performed?",ps-19,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,"د ""جانان"" فلم اصلي قېصه کیسه څه ده؟","What is the main storyline of the movie ""Janan""",ps-20,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,د پښتونولي درې اساسي اصول تعریف کړئ؟,Define the three main principles of Pashtunwali?,ps-21,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,عوامي ملي ګوند (ANP) کله او څنګه تاسیس شو؟,When and how was the Awami National Party (ANP) founded?,ps-22,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,د افغان-انګلیس دریمه جګړه چا وګټله؟,Who won the Third Anglo-Afghan War?,ps-23,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,د جمرود قلعه تاریخي اهمیت څه دی؟,What is the historical significance of Jamrud Fort?,ps-24,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
100,Pashto,جشن دهقان څه شی دی او ولې لمانځل کیږي؟,"What is Jashn-e-Dehqan, and why is it celebrated?",ps-25,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,دستار څه شی دی او پښتانه يې ولې اغوندې؟,What is Dastar and why do Pashtoons wear it?,ps-26,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د بزکشۍ لوبه څه ډول ترسره کيږي؟,How is the Boz Kashi game performed?,ps-27,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,حشر يا ګډ کار څه ډول ترسره کيږي؟,How is Hashar (joint work) performed?,ps-28,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د بست تاریخي کلا کومه کلا ده او تاريخي ارزښت يې په څه کې دی؟,What is the historical fortress of Bust and what is its historical value?,ps-29,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د سمنک دود څه ډول ترسره کيږي؟,How is the Samanak tradition performed?,ps-30,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,پټه خزانه څه شی دی؟,What is Pata Khazana (Hidden treasure)?,ps-31,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د نارنج ګل مشاعره څه ډول ترسره کيږي؟,How is the Naranj Gul Mushaira performed?,ps-32,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د لاندی پسه څه ډول ذبحه کيږي؟,How is the Landi sheep slaughtered?,ps-33,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د ګندمک د تړون اساسي شرطونه مادې څه دي؟,What are the basic provisions of the Treaty of Gandamak?,ps-34,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,افغاني غوربندي شوله څنګه پخيږي؟,How is Afghani Ghorbandi Shola cooked?,ps-35,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د منار جام مهم تاريخي توضیحات په شمول د ساختماني دورې، هدف او معماري ښوونې ځانګړتياوې کومې دي؟,"What are the key historical details, including the construction period, purpose and architecture features, associated with the Minaret of Jam?",ps-36,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,چلم څه شئ دی؟,What is Chelam (hashish hookah)?,ps-37,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د سکړوکو ډوډۍ څه ډول پخيږي؟,How is the Sokrok bread baked?,ps-38,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د تخت جمۍ مراسم څه ډول ترسره کيږي؟,How is Takht Jami ceremony performed?,ps-39,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,"د خپلواکۍ یادګار ""طاق ظفر"" ولې په پغمان کې جوړ شوی دی؟","Why is the independence monument ""Taq Zafar"" built in Paghman?",ps-40,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,دستار نامه څه ډول تاريخي او ادبي اثر دی ؟,What kind of historical and literary work is Dastar Nama?,ps-41,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,صندلۍ څه ته وايي؟,What is Sandaly?,ps-42,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د ګودر اصلي عمده نندارچيان څوک دي؟,Who are the main visitors of Gudar?,ps-43,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,شوملې څه ډول تياريږي؟,How is Shomli prepared?,ps-44,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,ننګ څه ته وايي؟,What is Nang (loyalty)?,ps-45,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,سروکۍ څه ته وايي؟,What is Saroki?,ps-46,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,منګۍ څه ډول خوراک لوښی دی؟,What kind of dish is Mangai?,ps-47,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د نکريزو د شپې مراسم څه ډول ترسره کيږي؟,How is the Nakrezo Shpa ceremony performed?,ps-48,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,په پښتنوالۍ کې ننواتي څه ته وايي؟,What does the Nanawatai mean in Pashtunwali?,ps-49,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
199,Pashto,د پنځه ګونو يي ګانو درست استعمال څه ډول دی؟,What are the correct usages of five Yay letters?,ps-50,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د جرګې قانون د قومې قانون نه ولې ښه ګڼلې کښې ګې ؟,Why is the law of the Jirga considered better than the law of the nation?,ps-51,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د رحمان بابا شاعرۍ ولې د عام اولس شاعرې ګڼلې کیګې؟,Why is Rahman Baba's poetry considered the common people's poetry?,ps-52,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د پښتو اولسې ادب کښې د ټپې نه څه مراد دي؟,"What is the meaning of ""tappa"" in Pashto folk literature?",ps-53,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,په پښتون ولۍ کښې د بدل څه مطلب دي؟,"What is the meaning of ""badal"" in Pukhtoonwali?",ps-54,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د اختر په ورز ټول خلک خپل خپلوانو کره ولې ځې؟,Why do all people visit their relatives on Eid?,ps-55,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,رحمان بابا څوک وو؟,Who was Rehman Baba?,ps-56,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,"دودیزه لوبه ""ماخا"" سنګه لوبه ولې شې؟","How to play the traditional game ""makha""?",ps-57,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د پښتو د ابتدا باره کښې د مشهور لېکوال محمد خان کامل څه نظرېه راﺉ ده؟,What is the opinion of famous writer Muhammad Khan Kamil about the origin of Pashto?,ps-58,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,خوشحال خان خټک څوک وو؟,Who was Khushal Khan Khattak?,ps-59,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,رباعې روبي څه ته وايي؟,What does Rubai refer to?,ps-60,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د ساګ سرسونو د پخولو دودیزه طرېقه لاره څه ده؟,What is the traditional way of cooking mustard greens (Saag)?,ps-61,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د محسود نڅا څنګه ترسره کیږي؟,"How is the ""Mehsud Dance"" performed?",ps-62,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,شمله د عزت نښه ولې ګڼلې کېګې کېږې؟,Why Shamla is considered a sign of honor?,ps-63,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,نیمکۍ ته ولې نیمکۍ وٸېلې کېګې وېلي کېږې؟,"Why neemakai is called ""nemakae""?",ps-64,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,پښتو له دري سره څومره توپیر لري؟,How is Pashto different from Dari?,ps-65,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,پښتانه ولې رڼې سترګې لري؟,Why do Pashtuns have light eyes?,ps-66,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,دنتداسه څه شې دي او سه د پاره استعمالېګې استعمالېږې؟,What is Dantasa (shrub name) and for what it is used?,ps-67,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د پښتو د يوسفزي لهجه (شمالي ژبي) د کندهاري لهجه (جنوبي ژبي) څخه څرنګه څومره توپير لري؟,How Yousafzai dialect (northern dialect) of pashto is different from Kandahari dialect (southern dialect)?,ps-68,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,په ودونو کې کټوا (عنعنوي ډوډۍ) څنګه چمتو کیږي؟,How katawa (a traditional dish) is prepared in weddings?,ps-69,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,په ځینو پښتنو سیمو کې د ښځو د ټکو سادر تر شا تاریخ څه دی؟,What is the history behind the dotted chaddar which is worn by women in some pushtun areas?,ps-70,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د بوز کاشي لوبې قواعد څه دي؟,"What are the rules of ""Buz Kashi"" game?",ps-71,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,آدمخان او درخانۍ څوک وو؟,Who were Adam Khan and Durkhani?,ps-72,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,"ولې په پښتو ژبه کې د کاکا زوی او دښمن دواړو لپاره د ""توربور"" کلمه کارول کیږي؟","Why word ""turbur"" (enemy) is used for both cousin and enemy in pashto language?",ps-73,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,د کیچړې پخولو څه طرېقه ده ؟,How kitchary (traditional dish) is prepared?,ps-74,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
601,Pashto,په مختلفو مجلسونو کې ټکي څنګه ویل کیږي؟,How takki is sung in different gatherings?,ps-75,ps,TRUE,TRUE,TRUE,18808,451,Indo-European,Indo-Iranian,fusional,Pashto alphabet,SOV,"Afghanistan, Pakistan and Iran",58.8M,TRUE
